"title"	"content"
"갤럭시S8, 예판 이틀만에 55만대 '대박'...갤노트7 넘어 역대급 흥행"	"삼성전자 프리미엄 스마트폰 신제품 '갤럭시S8'의 예약판매 대수가 이틀만에 55만대를 넘어섰다. 역대 최대인 40만대 예약 판매를 기록한 갤럭시노트7의 기록을 이미 경신한 상태로 100만대 돌파도 가능할 전망이다. 삼성전자 남녀모델이 갤럭시S8 시리즈 신제품을 선보이고 있다.ⓒ삼성전자삼성전자 프리미엄 스마트폰 신제품 '갤럭시S8'의 예약판매 대수가 이틀만에 55만대를 넘어섰다. 이는 갤럭시S7(10만대) 대비 5.5배, 직전 제품이었던 갤럭시노트7(20만대) 대비 3배 가까운 수치다. 9일 이동통신업계에 따르면 지난 7일 시작된 갤럭시S8 시리즈(S8·S8플러스) 예약판매 규모가 8일까지 이틀간 총 55만대로 잡정 집계됐다.역대 최대인 40만대 예약 판매를 기록한 갤럭시노트7의 기록을 이미 경신한 상태로 예약판매가 오는 17일까지 진행되는 만큼 100만대 돌파도 가능할 전망이다.이같은 초대박 흥행은 예상보다 사용자가 만족하는 프리미엄 스마트폰 부재와 낮은 제품 가격이 결합하면서 나타난 결과로 풀이된다. 갤럭시노트7 단종 이후 1년 가까이 프리미엄 스마트폰 부재 속에서 기대 이상의 제품이 예상보다 낮은 가격으로 출고되면서 사용자들의 마음을 사로잡았다는 분석이다. 갤럭시S8(64GB 기준) 출고가는 93만5000원으로 예상보다 낮게 책정됐고 가장 높은 사양의 갤럭시S8 플러스(128GB)도 115만 5000원이다.갤럭시S8 시리즈 예약가입 첫 주말 휴대폰 대리점 및 판매점들에는 몰려드는 사람들로 활기가 넘쳤다. 예약판매 기간 중 '덱스'를 사은품으로 지원하는 프로모션으로 인해 갤럭시S8플러스(128GB)도 상당히 인기가 높은 분위기다.이통사 대리점 한 직원은 \"생각보다 갤럭시S8플러스에 대한 반응이 가장 좋다\"며 \"갤럭시S8보다 가격이 비싸도 덱스 지원이나 큰 화면에 메리트(이점)를 느끼는 것 같다\"고 말했다.삼성전자와 이통3사는 갤럭시S8 사전 예약 가입을 오는 17일까지 진행한다. 예약 구매자는 18일부터 갤럭시S8을 구매해 사용할 수 있으며 갤럭시S8 공식 출시일은 21일이다. 데일리안 이홍석 기자ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
"`갤럭시S8 아시아나폰` 출시 … 마일리지로 단말기 가격할인"	"삼성전자가 아시아나항공, SK텔레콤과 함께 아시아나항공 고객 전용 스마트폰 '갤럭시S8 아시아나폰'(사진)을 출시한다고 9일 밝혔다. 갤럭시S8 아시아나폰은 지난해 처음 협업해 만든 갤럭시S7 아시아나폰의 후속작이다.갤럭시S8 출시일인 오는 21일에 맞춰 출시되는 갤럭시S8 아시아나폰은 항공 3만 마일리지로 단말기 가격을 할인 받고, 잔여 금액을 지불하는 조건으로 오는 17일까지 예약 구매할 수 있다. 예약 구매한 제품은 이후 18일부터 24일까지 개통할 수 있고, 예약 판매 기간 종료 후에는 아시아나항공 홈페이지에서 구입할 수 있다.갤럭시S8 아시아나폰은 시작과 종료 화면, 홈 화면에 아시아나항공 디자인 테마와 항공권 조회와 예매, 탑승 수속 등이 가능한 아시아나항공 애플리케이션이 기본 탑재됐다. 나원재기자 nwj@디지털타임스 홈페이지 바로가기/SNS 바로가기확바뀐 디지털타임스 연예·스포츠 섹션 바로가기< Copyrights ⓒ 디지털타임스 & dt.co.kr, 무단 전재 및 재배포 금지 >나원재 nwj@"
"삼성전자, '갤럭시 S8 아시아나폰' 출시··· '아시아나항공-SK텔레콤과 협업'"	"  삼성전자가 21일 아시아나항공·SK텔레콤과 아시아나항공 고객 전용 스마트폰 '갤럭시 S8 아시아나폰'을 출시한다.'갤럭시 S8 아시아나폰'은 지난해 제조사와 항공사, 이동통신사 최초의 협업 프로젝트 '갤럭시 S7 아시아나폰' 후속작이다.17일까지 아시아나항공 홈페이지에서 예약 구매를 진행하며 18일부터 24일까지 개통이 가능하다. 아시아나항공 3만 마일리지로 단말 가격을 할인받은 후 잔여 금액을 지불하는 방식이다.예약 판매 종료 후에도 아시아나항공 홈페이지에서 '갤럭시 S8 아시아나폰'을 판매할 계획이다.'갤럭시S8 아시아나폰'은 삼성전자가 독자 개발한 기업 맞춤형 솔루션 '녹스 커스터마이제이션'으로 완성됐다. 시작과 종료 화면, 홈 화면에 아시아나항공 디자인 테마를 적용했으며 아시아나항송 애플리케이션(앱)을 기본 탑재했다. 앱에서 항공권 조회와 예매, 탑속 수속 등이 가능하다.성전자 관계자는 “'갤럭시 S8 아시아나폰'은 제조사, 항공사, 통신사 3사가 '갤럭시 S7 아시아나폰'에 이어 공동 프로모션을 진행했다는 점에서 의미가 있다”면서 “항공, 금융 외에도 다양한 업종 고객 대상으로 고객 맞춤형 서비스를 제공, 모바일 시장의 트렌드를 제시해 나가겠다”고 밝혔다.함지현기자 goham@etnews.com▶ 전자신문 인기 포스트▶ 전자신문 공식 페이스북▶ 전자신문 바로가기 [Copyright ⓒ 전자신문 & 전자신문인터넷, 무단전재 및 재배포 금지]"
"삼성전자, 'TV 플러스' 유럽 주요 5개국 출시"	"  라쿠텐 우아키와 협업…4K HDR 시장 확대(지디넷코리아=이은정 기자)삼성전자는 오는 5월 유럽에서 ‘TV 플러스’ 서비스를 영국·프랑스·독일·이탈리아·스페인 등 유럽 주요 5개국에서 출시한다고 9일 밝혔다.TV 플러스는 드라마, 영화, 음악 등 각종 프로그램을 삼성 스마트 TV에서 언제든 무료로 이용할 수 있는 가상 채널 서비스다. 삼성전자는 2015년부터 CJ E&M, EBS, JTBC 등 다양한 콘텐츠 제공 업체와 협력해왔다.삼성전자는 TV 플러스를 한국과 동남아와 더불어 지난해 11월 미국에서, 올해 1월에는 독일에 도입, 북미와 유럽으로 서비스를 확대했다.회사는 지난 3일부터 6일까지(현지시간) 프랑스 칸에서 열린 ‘MIPTV 2017’ 기간 중에는 TV 플러스 소개 행사를 현지에서 열고 유럽 4K HDR 시장 확대 계획을 밝혔다. MIPTV는 전 세계 제작자, 배급사, 바이어 등 콘텐츠 관련 사업자들이 총 출동해 글로벌 엔터테인먼트 산업을 이끌어나가는 세계 최대 규모의 방송영상 콘텐츠 마켓이다.삼성전자는 라쿠텐 우아키와 협업해 TV 플러스를 통해 최신 헐리우드 콘텐츠를 프리미엄 4K HDR 화질로 키즈, 액션, 코미디 등 다양한 장르의 콘텐츠를 제공할 예정이다. 라쿠텐 우아키는 유럽을 대표하는 VOD 스트리밍 서비스 업체로, 헐리우드 블록버스터 영화를 포함해 글로벌 인기 TV 시리즈 등 1만개 이상의 콘텐츠를 제공하고 있다.                      삼성전자는 오는 5월 유럽에서 ‘TV 플러스’ 서비스로 유럽 시장에 본격 진출한다.(사진=삼성전자)또 연내 TV 플러스를 유럽 전 지역으로 확대 도입할 예정이다. 유럽에서 제공되는 TV 플러스는 최신 헐리우드 블록버스터 영화나 원하는 콘텐츠를 스마트 TV 첫 화면에서 선택해 바로 시청하는 VOD 방식과 채널을 넘기거나 번호를 입력해서 찾아볼 수 있는 일반 채널 서비스의 장점을 결합해 소비자의 편의성을 높였다.라쿠텐 우아키 대표 하신토 로카(Jacinto Roca)는 “이번 파트너십으로 유럽 소비자에게 4K HDR 화질의프리미엄 콘텐츠를 삼성의 뛰어난 QLED TV를 통해 선보일 수 있게 되어 매우 기쁘다”며 “이번 TV플러스 런칭은 4K HDR 콘텐츠 시장 확대에서 매우 유의미한 시작점이 될 것”이라고 말했다.삼성전자 영상디스플레이사업부 이희만 상무는 “삼성 퀀텀닷 발광다이오드(QLED) TV로 소비자들이 더욱 풍성한 프리미엄 4K HDR 콘텐츠를 즐길 수 있도록 전 세계 다양한 파트너사와 협력을 이어가고 있다”며 “소비자에게 가장 인기가 좋은 콘텐츠를 보다 쉽고 빠르게 즐길 수 있는 TV 플러스를 통해 4K HDR 콘텐츠의 진정한 가치를 전달하겠다”고 말했다.이은정 기자(lejj@zdnet.co.kr)"
"삼성전자, ‘갤럭시S8 아시아나폰’ 선봬"	"- 아시아나항공 3만마일리지로 구매가 할인[디지털데일리 윤상호기자] 삼성전자가 아시아나항공 전용 스마트폰을 내놨다.삼성전자(www.samsung.com/sec 대표 권오현 윤부근 신종균)는 아시아나항공 SK텔레콤과 ‘갤럭시S8 아시아나폰’을 출시한다고 9일 밝혔다.3사 협력은 작년 ‘갤럭시S7 아시아나폰’에 이어 두 번째다. 아시아나 전용 사용자환경(UI)을 내장한 것이 특징이다. 아시아나항공 홈페이지에서 판매한다. 아시아나항공 3만마일리지로 단말 가격 일부를 결제할 수 있다.삼성전자는 “갤럭시S8 아시아나폰은 업계 최고의 3사가 손잡고 갤럭시S7 아시아나폰에 이어 연속 공동 프로모션을 진행했다는 점에서 더욱 큰 의미를 갖는 제품”이라며 “항공, 금융 등 다양한 업종의 고객 대상으로 특정 플랫폼 기반의 차별화된 고객 맞춤형 서비스를 제공해 모바일 시장의 새로운 트렌드를 제시해 나갈 예정”이라고 말했다.crow@ddaily.co.krIT언론의 새로운 대안[디지털데일리]IT정보의 즐거운 업그레이드[딜라이트닷넷]윤상호(crow@ddaily.co.kr)"
"갤럭시S8, 예판 이틀만에 55만대…최고흥행 신기록 '예약'"	"  [머니투데이 이하늘 기자] [갤럭시S7보다 5.5배 많아…플러스 모델도 절반 ] 삼성전자 갤럭시 S8 사전예약이 시작된 7일 오후 서울 서초구 삼성전자 사옥 딜라이트 홍보관에서 고객들이 제품을 살펴보고 있다. /사진= 뉴스1삼성전자 전략 스마트폰 '갤럭시S8'·'갤럭시S8+'가 이틀만에 50만대 이상의 예약판매량을 기록했다.통신 및 전자업계에 따르면 지난 7~8일 국내에서 예약판매된 갤럭시S8·S8+는 55만대인 것으로 알려졌다. 이는 국내 스마트폰 예약판매 초기 이틀간 최대 실적이다. 갤럭시S7은 예약판매 초기 이틀간 10만 대가 판매된 것으로 알려졌다. 갤럭시노트7 역시 같은 기간 20만대가 판매됐다.예약판매 초반 전작들에 비해 각각 5.5배, 2.75배 이상 많은 판매고를 올리며 순항하고 있는 것. 이는 △18.5대 9 화면비 '인피니티' 디스플레이 △인공지능 서비스 빅스비 △홍채·얼굴·지문 등 생체인식 △스마트폰을 PC처럼 사용할 수 있는 삼성 덱스(DeX) 등 새로운 기능이 대거 탑재되며 소비자들의 눈길을 잡았기 때문인 것으로 보인다. 색상은 '미드나이트블랙'와 '오키드그레이'가 가장 인기가 높은 것으로 알려졌다.미드나이트블랙은 전면과 후면, 디스플레이의 색상이 하나로 일치돼 마치 단단한 '오닉스'를 보는 듯한 느낌을 주며 일체감 있는 디자인이 호응을 얻었다. 오키드그레이 역시 삼성전자가 갤럭시S8의 '상징색'으로 새롭게 선보이며 소비자들의 관심을 받고 있다. 존엄성, 고귀함을 상징하는 보라색과 세련되고 중성적인 느낌의 회색을 배합, 어느 한쪽에 치우치지 않고 사용자의 일상에 자연스레 녹아드는 것이 특징이다. 진나해 갤럭시노트7 예약판매 당시 '블루코랄' 색상이 품절되는 쏠림 현상이 발생했지만, 이번에는 이용자 선호도를 분석한 제품 공급이 순조롭게 진행돼 이 같은 현상은 재발되지 않을 것으로 보인다. S8과 S8+ 예약비중은 50대 50인 것으로 알려졌다. 업계 관계자는 \"전반적으로 모든 제품에 대한 사전예약이 골고루 이뤄지고 있다\"며 \"S+ 128GB 모델에 대한 호응도 크다\"고 설명했다.저장공간 128기가바이트(GB)에 6GB 램을 장착한 S+ 128GB는 출고가 115만5000원으로 S8(93만5000원), S8+(99만원)보다 비싸지만 국내 최초 6GB 용량을 램을 탑재한데다 16만원 상당의 '삼성 덱스'를 탑재해 인기를 모으고 있다. [▶깊이있는 투자정보 'TOM칼럼'][▶트렌드 리더의 스타일 지침서 '스타일M'][▶빵빵한 차&레이싱걸]이하늘 기자 iskra@mt.co.kr"
"미래부, 1인 미디어 콘텐츠 공모전 개최"	"[아이뉴스24 민혜정기자] 미래창조과학부는 제4회 '1인 미디어 콘텐츠 크리에이터 공모전'을 오는 10일부터 5월26일까지 개최한다고 9일 발표했다.이번 공모전은 창의적인 아마추어 1인 미디어 콘텐츠 크리에이터를 발굴해 교육 및 제작지원을 통해 전문 크리에이터로 육성하기 위한 행사다.공모는 청소년부와 일반부로 나눠 진행된다. 청소년부는 1인 미디어 콘텐츠 제작에 관심이 있는 19세 이하이면 누구나 응모할 수 있고, 일반부는 20세 이상이면 누구나 응모할 수 있다. 청소년부는 응모자 중 20팀을 선발해 맞춤형 교육을 지원하고, 공모전 평가와 교육 참여 성적 등을 종합하여 상위 4개 팀에 상장과 함께 총 450만원의 상금을 수여한다. 일반부는 응모한 제작기획안을 평가해 선발된 20팀에 팀당 최대 200만원의 제작지원비를 지원하고, 제작지원작 평가를 거쳐 4개 팀에 상장과 총 1천100만원의 상금을 수여한다.특히 이번 공모전에서는 크리에이터에 대한 체계적인 교육지원을 강화해 콘텐츠 기획, 제작, 편집 등 실무교육 외에도 성공한 선배 크리에이터의 멘토링 지원, MCN 스튜디오 현장방문 등 직업체험의 기회까지 제공할 예정이다.조경식 미래부 방송진흥정책국장은 \"콘텐츠 시장의 무게추가 빠른 속도로 모바일로 이동하고 있는 상황에서, 1인 미디어는 콘텐츠 산업의 방향성을 보여주고 있다\"며 \"미래부가 1인 미디어 분야를 선도하여 산업을 이끌어 온 만큼, 앞으로도 국내 미디어 산업의 국제 경쟁력 강화를 위한 지원을 아끼지 않겠다\"고 말했다./민혜정기자 hye555@inews24.com▶프리미엄 뉴스서비스 아이뉴스24▶연예스포츠 조이뉴스24, 생생한 라이브캐스트[ⓒ 아이뉴스24 무단전재 및 재배포 금지]"
"갤럭시S8 예약판매 이틀만에 55만대…갤S7의 5.5배(종합)"	"[연합뉴스자료사진]주말 유통점에 갤S8 문의 급증…번호이동은 '잠잠'[연합뉴스 자료사진]    (서울=연합뉴스) 한지훈 기자 = 삼성전자 갤럭시S8 시리즈의 예약 판매량이 이틀 만에 50만대를 돌파했다.     9일 이동통신업계 등에 따르면 삼성전자는 지난 7∼8일 이틀 동안 갤럭시S8과 갤럭시S8플러스를 총 55만대 예약 판매한 것으로 잠정 집계했다.    이는 작년 8월 6∼7일 약 20만대 예약 판매한 갤럭시노트7의 2.75배, 작년 3월 11∼12일 약 10만대 예약 판매한 갤럭시S7 시리즈의 5.5배 수준이다.    갤럭시S8 시리즈의 폭발적인 흥행은 작년 10월 갤럭시노트7 조기 단종에 따라 프리미엄폰 대기 수요가 상당 기간 누적됐고, 경쟁사 제품들의 인기도 기대에 미치지 못했기 때문으로 분석된다.    아울러 갤럭시S8 시리즈 예약 구매자들이 정식 출시 사흘 전부터 기기를 배송받아 먼저 개통할 수 있도록 삼성전자가 예약 판매 프로그램에 변화를 준 것도 호응을 얻었다.    삼성전자는 지난 1일부터 전국 3천여곳의 매장에서 갤럭시S8 시리즈 체험 공간을 마련하고, 블루투스 스피커 등 40만원 상당의 사은품을 제시하며 본격적인 마케팅을 개시했다.    서울 도심의 한 삼성디지털프라자 직원은 \"이틀 동안 고객 500명 정도가 갤럭시S8 시리즈 구매를 예약하고 갔다\"며 \"지난해 갤럭시노트7 출시 때의 2배 이상이다\"고 전했다.    한편, 국내 이동통신 시장의 전체 번호이동은 7일 1만152건, 8일 1만4천539건으로 각각 집계됐다. 이틀 평균치는 1만2천300여건이었다.    최근 하루 평균 번호이동이 1만3천건 안팎이었고, 8일이 소비자가 몰리는 주말이었던 점을 고려할 때 번호이동이 평소보다 조금 줄었다고 볼 수 있다.    번호이동은 시장 활성화 정도를 가늠하는 지표 중 하나다. 1만건까지 떨어지면 시장이 극심하게 침체한 것으로, 2만4천건을 넘어서면 시장이 지나치게 과열된 것으로 분석한다.    다만, 지난 7∼8일의 경우 시장이 침체했다고 보기만은 어렵다.     예약구매는 개통 전 단계여서 기기변경이나 번호이동에 포함되지 않는데, 7일 이후 번호이동이 감소한 것은 상당수 소비자가 갤럭시S8을 구매하기로 했다는 뜻으로 해석할 수도 있다.    번호이동 수치로 갤럭시S8 예약구매 규모를 확인하려면 예약 기간이 끝나고 개통이 시작되는 이달 18일이 지나야 한다.[연합뉴스 자료사진]    hanjh@yna.co.kr최신 유행 트렌드 총집결 #흥(클릭!)"
"”아이폰8, 스마트 커넥터 탑재할 것”"	"  무선충전, AR·VR 기기 호환에 사용 가능성(지디넷코리아=이은정 기자)올 가을 출시될 애플의 차기 스마트폰 ‘아이폰8’에 아이패드 프로에 적용됐던 스마트 커넥터가 채택될 것이라는 전망이 제기됐다.7일(현지시간) 애플인사이더에 따르면 이스라엘 IT 매체 버리파이어는 애플이 아이폰8에 무선 충전과 가상현실(VR)·증강현실(AR) 기능을 위한 스마트 커넥터를 탑재, 관련 액세서리 출시를 계획하고 있다고 보도했다.스마트 커넥터는 2015년 12.9인치 아이패드 프로에 처음 탑재됐다. 스마트 커넥터는 애플 스마트 키보드 커버, 로지텍 키보드, 로지텍의 기본 충전 거치대와 호환하는 데 사용된다. 지난해 아이폰7 출시를 앞두고도 스마트 커넥터 탑재 기기 도면이 나오며 이와 유사한 주장이 나왔지만 제품화되지 않았다.애플이 아이폰8에 스마트 커넥터를 적용하면 무선 충전이나 VR 기기와의 호환성을 높이고 관련 액세서리 시장을 확대할 수 있다. 하지만 아이패드용 스마트 커넥터는 큰 실효성 거두지 못했다는 평가가 있고, 아이폰 디자인에도 변화를 주는만큼 가치 측면에서 의문이 든다는 게 현지 외신의 반응이다.                      '아이폰8'의 컨셉 도면.(사진=Moe Slah)나인투파이브맥은 “스마트 커넥터는 아이패드 프로에서 큰 성과를 거두지 못했다”며 “3개의 도트(점)로 된 커넥터는 아이폰에 시각적인 요소를 하나 더 추가해 깔끔한 디자인을 훼손할 수 있는 만큼 소비자가 사용하지 않을 액세서리를 추가하는 게 의미가 있을까”라고 보도했다. 애플인사이더는 “애플의 스마트 커넥터는 자석 강도가 그다지 좋은 편이 아니다”며 “데이터의 초당 전송량이 알려져있지 않다”고 전했다.아이폰8(아이폰 에디션)은 물리적인 홈버튼이 사라지고 5.8인치 디스플레이 아래 터치 센서가 내장돼 홈버튼 역할을 할 수 있을 것으로 보인다. 글라스 바디와 증강현실(AR)을 구현하는 3D 센서 카메라, 무선 충전 기능, IP68등급 방수방진, 듀얼 카메라, A11 프로세서 등도 탑재될 전망이다. 가격은 1천 달러(약 113만6천 원)대이며, 출시 시기는 9월에서 10~11월로 늦춰질 가능성도 있다.이은정 기자(lejj@zdnet.co.kr)"
"'갤럭시S8 아시아나폰' 21일 나온다"	"  삼성전자·아시아나항공·SKT 합작…'갤S7 아시아나폰' 후속(지디넷코리아=정현정 기자)삼성전자는 아시아나항공·SK텔레콤과 함께 오는 21일 아시아나항공 고객을 위한 전용 스마트폰 '갤럭시S8 아시아나폰'을 출시한다고 밝혔다.'갤럭시S8 아시아나폰'은 지난해 스마트폰 제조사와 항공사, 이동통신사가 함께 진행한 최초의 협업 프로젝트 '갤럭시S7 아시아나폰'의 후속작이다.아시아나항공 고객은 이번 프로모션을 통해 새로운 디자인과 지능형 사용자 인터페이스로 더욱 강력해진 성능의 '갤럭시S8'을 특별한 혜택과 함께 만나볼 수 있다.'갤럭시S8 아시아나폰'은 이달 7일부터 17일까지 아시아나항공 홈페이지에서 아시아나항공 3만 마일리지를 공제해 단말 가격을 할인 받고, 잔여 금액을 지불하는 조건으로 예약 구매할 수 있다. 예약 구매한 제품은 18일부터 24일까지 개통 가능하다.           예약 판매 기간 종료 후에도 아시아나항공 홈페이지에서 '갤럭시S8 아시아나폰'을 판매할 계획이다.삼성전자가 독자적으로 개발한 기업 맞춤형 솔루션 '녹스 커스터마이제이션(Knox Customization)'으로 완성된 '갤럭시S8 아시아나폰'은 시작과 종료 화면, 홈 화면에 감각적인 아시아나항공 디자인 테마를 적용했으며 항공권 조회와 예매, 탑승 수속 등이 가능한 아시아나항공 애플리케이션을 기본 탑재해 아시아나항공 고객의 편의성을 극대화했다.삼성전자 관계자는 \"'갤럭시S8 아시아나폰'은 업계 최고의 3사가 손잡고 '갤럭시S7 아시아나폰'에 이어 연속 공동 프로모션을 진행했다는 점에서 더욱 큰 의미를 갖는 제품\"이라며 \"항공, 금융 등 다양한 업종의 고객 대상으로 특정 플랫폼 기반의 차별화된 고객 맞춤형 서비스를 제공해 모바일 시장의 새로운 트렌드를 제시해 나갈 예정\"이라고 밝혔다.정현정 기자(iam@zdnet.co.kr)"
"거대 로봇 대결  8月 개최…\"에반게리온 현실로\""	"  美 괴력 로봇 '마크3' vs 日 전투용 로봇 '쿠라타스' 격투(지디넷코리아=박영민 기자)만화나 영화에서나 보던 대형 로봇간의 대결이 오는 8월 현실화 될 전망이다.일본 아사히신문 등 주요 외신은 미국과 일본의 로봇 제조업체 메가보츠와 스이도바시중공의 전투용 대형 로봇들이 오는 8월 격투 대결을 펼칠 것이라고 8일 보도했다. 구체적인 대결 장소와 날짜는 아직 공개되지 않았다.이번 로봇 간 한판 승부는 지난 2015년 메가보츠가 스이도바시중공에 이러한 대결을 제안한지 약 2년 만에 성사됐다.                      미국과 일본의 로봇 제조업체 메가보츠와 스이도바시중공의 전투용 대형 로봇들이 오는 8월 격투 대결을 펼친다.(사진=메가보츠)미국 메가보츠사(社)의 로봇은 무게 12톤에 350마력의 힘을 지닌 ‘괴력’ 로봇 ‘마크3’로 알려졌다. 신장 약 4m, 무게 6t인 마크3는 양손에서 약 1.36㎏ 무게의 페인트 탄을 시속 160㎞로 발사하는 로봇이다. 내부에 2인승 좌석이 있어 두 명이 직접 운전해 로봇을 조종한다.마크2의 도전을 받은 일본 로봇 '쿠라타스'는 지난 2012년 일본의 로봇 제조사 스이도바시중공이 개발한 전투용 로봇이다. 사람이 로봇 가운데에 있는 조종석에서 직접 조종할 수도 있고, 스마트폰을 이용해 제어도 가능하다. 1분 동안 비비탄 6천여 발을 발사할 수 있는 총과 물이 든 페트병을 동시에 6발 발사할 수 있는 로켓발사대가 탑재됐다.전문가들은 일본 로봇 쿠라타스가 속도와 정밀성에서 미국 로봇에 비해 유리하다고 보고 있으며 마크3는 크기와 무게, 무기 면에서 일본 로봇을 앞서는 것으로 평가하고 있다.외신은 \"이번 로봇 승부는 신세기 에반게리온(1995년 일본에서 방영된 로봇·인공지능 주제의 애니메이션)의 실사판\"이라면서 \"오는 8월 로봇의 새로운 장을 여는 이 대회에 전 세계의 시선이 집중될 것\"이라고 전망했다.메가보츠는 이번 대회를 시작으로 거대 로봇 격투기 대회를 국제 대회로 추진하기로 했다. 업체는 국제 리그경기의 설립과 대회 론칭을 위해 법무법인 '라탐 왓킨스'와 협약을 맺은 바 있다.박영민 기자(pym@zdnet.co.kr)"
"갤럭시S8 예판 돌입, ‘덱스’보고 갤럭시S8+ 선택 '인기'"	"고객들이 8일 오전 서울 서초구 서초동 삼성 딜라이트샵 '갤럭시8' 체험존에서 제품을 체험하고 있다.ⓒ데일리안 한성안기자\"지금 갤럭시S8플러스 128기가바이트(GB)가 가장 잘 나가요. 고객님들이 ‘덱스’체험해보시고 많이들 선택하세요.\"서울 강남역 근처 삼성딜라이트샵 직원에게 7일 시작된 갤럭시S8 예약판매 반응을 묻자 돌아 온 대답이다.9일 이동통신사 대리점 및 판매점에 따르면 지난 7일 예약판매를 시작한 삼성전자 '갤럭시S8'시리즈 중 갤럭시S8플러스(128GB) 인기가 가장 높다는 분위기다. 관계자들은 예약판매 기간 중 '덱스'를 사은품으로 지원하는 프로모션이 좋은 반응을 불러 일으키고 있다고 봤다.덱스(DEX)는 데스크톱 확장(Desktop Extension)의 약자로 휴대폰을 거치장치에 꽂아 모니터나 TV에 스마트폰 화면을 그대로 볼 수 있게 하는 기기다. 스마트폰에서 즐기던 애플리케이션(앱)이나 게임을 큰 화면으로 즐길 수 있는 점이 가장 큰 매력요소다. 고객들이 8일 서울 서초구 삼성딜라이트샵에서 '덱스'를 사용하고 있다.ⓒ데일리안 한성안기자8일 방문한 서울 서초구 서초동 삼성딜라이트샵은 주말 오전이었음에도 갤럭시S8 시리즈를 체험하기 위해 방문한 고객들로 북적였다. 매장 내 마련된 갤럭시S8 체험존은 덱스를 체험해보기 위한 고객들의 발길이 끊이지 않았다. 젊은 커플부터 60대까지 덱스를 사용하며 모니터에서 눈을 떼지 못하는 모습을 볼 수 있었다.삼성딜라이트샵 직원은 \"예약판매 첫날인 어제 약 400명 정도 예약을 받았는데 그 중 덱스를 체험해보고 갤럭시S8플러스를 선택한 고객분들이 많았다\"며 \"예판 기간 동안 128GB 제품을 구매하면 사은품으로 덱스를 제공하기 때문에 가격이 비싸도 구매하는 것 같다\"고 설명했다.이어 방문한 인근 이통사 대리점 한 직원도 \"생각보다 갤럭시S8플러스에 대한 반응이 가장 좋다\"며 \"갤럭시S8보다 가격이 비싸도 덱스 지원이나 큰 화면에 메리트(이점)를 느끼는 것 같다\"고 말했다.많은 매장들에서 평소보다 방문고객이 증가했다면 갤럭시S8 예판 개시 효과에 긍정적인 반응을 보였지만 아직은 기대만큼 소비자들의 관심이 뜨겁지 않다는 의견도 나왔다.강남 지하상가에 위치한 한 판매점 직원은 “갤럭시노트7 사태 때문에 일단 반응을 지켜본 후 구매하려는 심리가 어느 정도 있는 것 같다”며 “소비자들의 반응이나 실제 구매에 대한 진짜 반응은 출시 전후쯤에 알 수 있지 않겠냐”고 말했다.삼성전자와 이통3사는 갤럭시S8 사전 예약 가입을 오는 17일까지 진행한다. 예약 구매자는 18일부터 갤럭시S8을 구매해 사용할 수 있으며 갤럭시S8 공식 출시일은 21일이다. 갤럭시S8 출고가(64GB)는 93만5000원·갤럭시S8 플러스(64GB) 출고가는 99만원·갤럭시S8 플러스(128GB)는 115만5000원이다. 색상은 미드나이트 블랙, 아크틱 실버, 오키드 그레이 등 3가지로 출시됐다.데일리안 한성안 기자ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지"
